user_id,total_actions,weekend_actions,geohash_missing_actions,last_7d_actions,last_3d_actions,unique_items,unique_categories,active_days,active_hours,active_span_days,recency_days,avg_actions_per_active_day,avg_actions_per_item,avg_actions_per_category,weekend_action_ratio,geohash_missing_ratio,last_7d_ratio,last_3d_ratio,category_item_ratio,active_day_ratio,active_hour_ratio,behavior_1_count,behavior_1_ratio,behavior_2_count,behavior_2_ratio,behavior_3_count,behavior_3_ratio,behavior_4_count,behavior_4_ratio,label_churn
189833,2309.0,503.0,2291.0,862.0,203.0,734.0,239.0,22.0,20.0,24,0,104.95454545454545,3.145776566757493,9.661087866108787,0.21784322217410135,0.9922044174967518,0.3733217843222174,0.08791684711996535,0.32561307901907355,0.9166666666666666,0.8333333333333334,2116.0,0.9164140320485058,127.0,0.055002165439584236,51.0,0.02208748375920312,15.0,0.0064963187527068,0
190327,541.0,227.0,85.0,91.0,3.0,210.0,109.0,20.0,15.0,23,1,27.05,2.5761904761904764,4.963302752293578,0.4195933456561922,0.15711645101663585,0.16820702402957485,0.005545286506469501,0.5190476190476191,0.8333333333333334,0.625,476.0,0.8798521256931608,1.0,0.0018484288354898336,57.0,0.10536044362292052,7.0,0.012939001848428836,0
191366,1093.0,78.0,643.0,649.0,604.0,429.0,82.0,15.0,15.0,24,0,72.86666666666666,2.5477855477855478,13.329268292682928,0.07136322049405307,0.5882891125343093,0.5937785910338518,0.5526075022872827,0.19114219114219114,0.625,0.625,1036.0,0.9478499542543458,14.0,0.012808783165599268,42.0,0.0384263494967978,1.0,0.0009149130832570906,0
213655,1548.0,482.0,839.0,1063.0,483.0,541.0,98.0,10.0,21.0,10,0,154.8,2.8613678373382623,15.795918367346939,0.31136950904392763,0.5419896640826873,0.6866925064599483,0.312015503875969,0.18114602587800369,0.4166666666666667,0.875,1479.0,0.9554263565891473,1.0,0.0006459948320413437,61.0,0.03940568475452196,7.0,0.004521963824289405,0
217996,6.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,2.0,1,23,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.041666666666666664,0.08333333333333333,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
227293,656.0,258.0,81.0,312.0,52.0,177.0,51.0,21.0,16.0,24,0,31.238095238095237,3.7062146892655368,12.862745098039216,0.3932926829268293,0.12347560975609756,0.47560975609756095,0.07926829268292683,0.288135593220339,0.875,0.6666666666666666,608.0,0.926829268292683,1.0,0.001524390243902439,43.0,0.06554878048780488,4.0,0.006097560975609756,0
230711,304.0,59.0,234.0,130.0,115.0,133.0,48.0,19.0,14.0,24,0,16.0,2.2857142857142856,6.333333333333333,0.19407894736842105,0.7697368421052632,0.4276315789473684,0.3782894736842105,0.3609022556390977,0.7916666666666666,0.5833333333333334,285.0,0.9375,1.0,0.003289473684210526,8.0,0.02631578947368421,10.0,0.03289473684210526,0
239485,220.0,29.0,106.0,106.0,58.0,89.0,33.0,15.0,15.0,23,0,14.666666666666666,2.4719101123595504,6.666666666666667,0.1318181818181818,0.4818181818181818,0.4818181818181818,0.2636363636363636,0.3707865168539326,0.625,0.625,212.0,0.9636363636363636,1.0,0.004545454545454545,0.0,0.0,7.0,0.031818181818181815,0
247543,711.0,99.0,515.0,134.0,101.0,206.0,70.0,20.0,20.0,24,0,35.55,3.4514563106796117,10.157142857142857,0.13924050632911392,0.7243319268635724,0.18846694796061886,0.1420534458509142,0.33980582524271846,0.8333333333333334,0.8333333333333334,625.0,0.8790436005625879,11.0,0.015471167369901548,57.0,0.08016877637130802,18.0,0.02531645569620253,0
250843,1669.0,348.0,1669.0,688.0,289.0,600.0,129.0,24.0,16.0,24,0,69.54166666666667,2.7816666666666667,12.937984496124031,0.2085080886758538,1.0,0.4122228879568604,0.1731575793888556,0.215,1.0,0.6666666666666666,1590.0,0.9526662672258838,31.0,0.018573996405032954,29.0,0.01737567405632115,19.0,0.011384062312762133,0
263670,271.0,21.0,66.0,146.0,44.0,135.0,32.0,10.0,11.0,24,0,27.1,2.0074074074074075,8.46875,0.07749077490774908,0.24354243542435425,0.5387453874538746,0.16236162361623616,0.23703703703703705,0.4166666666666667,0.4583333333333333,269.0,0.992619926199262,1.0,0.0036900369003690036,0.0,0.0,1.0,0.0036900369003690036,0
287170,36.0,1.0,36.0,33.0,33.0,22.0,9.0,4.0,5.0,13,0,9.0,1.6363636363636365,4.0,0.027777777777777776,1.0,0.9166666666666666,0.9166666666666666,0.4090909090909091,0.16666666666666666,0.20833333333333334,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
305685,73.0,43.0,73.0,50.0,7.0,40.0,9.0,7.0,7.0,18,0,10.428571428571429,1.825,8.11111111111111,0.589041095890411,1.0,0.684931506849315,0.0958904109589041,0.225,0.2916666666666667,0.2916666666666667,67.0,0.9178082191780822,6.0,0.0821917808219178,0.0,0.0,0.0,0.0,0
337191,101.0,24.0,81.0,51.0,29.0,39.0,28.0,9.0,11.0,23,0,11.222222222222221,2.58974358974359,3.607142857142857,0.2376237623762376,0.801980198019802,0.504950495049505,0.2871287128712871,0.717948717948718,0.375,0.4583333333333333,96.0,0.9504950495049505,3.0,0.0297029702970297,0.0,0.0,2.0,0.019801980198019802,0
355287,836.0,339.0,836.0,564.0,58.0,264.0,40.0,11.0,16.0,11,0,76.0,3.1666666666666665,20.9,0.4055023923444976,1.0,0.6746411483253588,0.06937799043062201,0.15151515151515152,0.4583333333333333,0.6666666666666666,792.0,0.9473684210526315,0.0,0.0,42.0,0.050239234449760764,2.0,0.0023923444976076554,0
365699,357.0,54.0,77.0,114.0,36.0,200.0,92.0,14.0,14.0,23,1,25.5,1.785,3.880434782608696,0.15126050420168066,0.21568627450980393,0.31932773109243695,0.10084033613445378,0.46,0.5833333333333334,0.5833333333333334,323.0,0.9047619047619048,0.0,0.0,32.0,0.0896358543417367,2.0,0.0056022408963585435,0
397142,776.0,172.0,595.0,182.0,129.0,264.0,86.0,19.0,17.0,24,0,40.8421052631579,2.9393939393939394,9.023255813953488,0.22164948453608246,0.7667525773195877,0.2345360824742268,0.16623711340206185,0.32575757575757575,0.7916666666666666,0.7083333333333334,750.0,0.9664948453608248,22.0,0.028350515463917526,1.0,0.001288659793814433,3.0,0.003865979381443299,0
413178,978.0,59.0,762.0,0.0,0.0,351.0,53.0,12.0,17.0,15,8,81.5,2.786324786324786,18.452830188679247,0.06032719836400818,0.7791411042944786,0.0,0.0,0.150997150997151,0.5,0.7083333333333334,960.0,0.9815950920245399,2.0,0.002044989775051125,11.0,0.011247443762781187,5.0,0.005112474437627812,0
414388,348.0,82.0,348.0,103.0,62.0,88.0,37.0,18.0,15.0,21,0,19.333333333333332,3.9545454545454546,9.405405405405405,0.23563218390804597,1.0,0.2959770114942529,0.1781609195402299,0.42045454545454547,0.75,0.625,313.0,0.8994252873563219,0.0,0.0,25.0,0.07183908045977011,10.0,0.028735632183908046,0
418175,909.0,187.0,426.0,130.0,31.0,341.0,103.0,21.0,17.0,24,0,43.285714285714285,2.665689149560117,8.825242718446601,0.20572057205720573,0.46864686468646866,0.14301430143014301,0.034103410341034104,0.3020527859237537,0.875,0.7083333333333334,866.0,0.9526952695269527,0.0,0.0,35.0,0.03850385038503851,8.0,0.0088008800880088,0
429994,365.0,112.0,308.0,91.0,73.0,137.0,59.0,16.0,14.0,23,0,22.8125,2.664233576642336,6.186440677966102,0.30684931506849317,0.8438356164383561,0.2493150684931507,0.2,0.4306569343065693,0.6666666666666666,0.5833333333333334,362.0,0.9917808219178083,0.0,0.0,0.0,0.0,3.0,0.00821917808219178,0
432337,819.0,186.0,819.0,264.0,0.0,301.0,84.0,18.0,21.0,21,2,45.5,2.7209302325581395,9.75,0.2271062271062271,1.0,0.32234432234432236,0.0,0.27906976744186046,0.75,0.875,785.0,0.9584859584859585,10.0,0.01221001221001221,19.0,0.0231990231990232,5.0,0.006105006105006105,0
450683,163.0,28.0,35.0,111.0,108.0,73.0,11.0,9.0,10.0,20,0,18.11111111111111,2.232876712328767,14.818181818181818,0.17177914110429449,0.2147239263803681,0.6809815950920245,0.6625766871165644,0.1506849315068493,0.375,0.4166666666666667,159.0,0.9754601226993865,0.0,0.0,3.0,0.018404907975460124,1.0,0.006134969325153374,0
475826,5841.0,394.0,5457.0,1028.0,506.0,2948.0,248.0,24.0,22.0,24,0,243.375,1.9813432835820894,23.552419354838708,0.06745420304742339,0.9342578325629173,0.17599726074302346,0.08662900188323917,0.08412483039348712,1.0,0.9166666666666666,5505.0,0.9424756034925527,83.0,0.014209895565827768,177.0,0.030303030303030304,76.0,0.013011470638589283,0
483640,487.0,125.0,462.0,55.0,0.0,153.0,56.0,14.0,15.0,17,2,34.785714285714285,3.183006535947712,8.696428571428571,0.25667351129363447,0.9486652977412731,0.11293634496919917,0.0,0.3660130718954248,0.5833333333333334,0.625,451.0,0.9260780287474333,3.0,0.006160164271047228,20.0,0.04106776180698152,13.0,0.026694045174537988,0
493013,197.0,17.0,10.0,21.0,10.0,85.0,42.0,7.0,7.0,24,0,28.142857142857142,2.3176470588235296,4.690476190476191,0.08629441624365482,0.050761421319796954,0.1065989847715736,0.050761421319796954,0.49411764705882355,0.2916666666666667,0.2916666666666667,177.0,0.8984771573604061,0.0,0.0,9.0,0.04568527918781726,11.0,0.05583756345177665,0
497764,3274.0,381.0,2638.0,292.0,34.0,1289.0,156.0,21.0,21.0,24,0,155.9047619047619,2.5399534522885956,20.987179487179485,0.1163714111178986,0.805742211362248,0.08918753817959682,0.010384850335980453,0.12102404965089217,0.875,0.875,3096.0,0.9456322541233965,72.0,0.021991447770311544,101.0,0.030849114233353694,5.0,0.0015271838729383018,0
501286,621.0,138.0,385.0,237.0,72.0,257.0,112.0,18.0,16.0,24,0,34.5,2.4163424124513617,5.544642857142857,0.2222222222222222,0.6199677938808373,0.38164251207729466,0.11594202898550725,0.4357976653696498,0.75,0.6666666666666666,592.0,0.9533011272141707,1.0,0.001610305958132045,24.0,0.03864734299516908,4.0,0.00644122383252818,0
511319,167.0,69.0,167.0,57.0,3.0,80.0,26.0,14.0,10.0,23,1,11.928571428571429,2.0875,6.423076923076923,0.41317365269461076,1.0,0.3413173652694611,0.017964071856287425,0.325,0.5833333333333334,0.4166666666666667,147.0,0.8802395209580839,0.0,0.0,19.0,0.11377245508982035,1.0,0.005988023952095809,0
521437,458.0,182.0,413.0,66.0,17.0,152.0,54.0,14.0,15.0,23,1,32.714285714285715,3.013157894736842,8.481481481481481,0.39737991266375544,0.9017467248908297,0.14410480349344978,0.03711790393013101,0.35526315789473684,0.5833333333333334,0.625,409.0,0.8930131004366813,6.0,0.013100436681222707,20.0,0.043668122270742356,23.0,0.05021834061135371,0
565533,898.0,233.0,482.0,211.0,5.0,331.0,72.0,21.0,21.0,22,2,42.76190476190476,2.712990936555891,12.472222222222221,0.2594654788418708,0.5367483296213809,0.23496659242761692,0.005567928730512249,0.2175226586102719,0.875,0.875,876.0,0.9755011135857461,0.0,0.0,7.0,0.0077951002227171495,15.0,0.01670378619153675,0
567790,45.0,0.0,38.0,1.0,0.0,28.0,17.0,8.0,7.0,21,3,5.625,1.6071428571428572,2.6470588235294117,0.0,0.8444444444444444,0.022222222222222223,0.0,0.6071428571428571,0.3333333333333333,0.2916666666666667,41.0,0.9111111111111111,0.0,0.0,2.0,0.044444444444444446,2.0,0.044444444444444446,0
568881,236.0,10.0,18.0,41.0,0.0,94.0,24.0,6.0,5.0,20,2,39.333333333333336,2.5106382978723403,9.833333333333334,0.0423728813559322,0.07627118644067797,0.17372881355932204,0.0,0.2553191489361702,0.25,0.20833333333333334,200.0,0.847457627118644,33.0,0.13983050847457626,3.0,0.012711864406779662,0.0,0.0,0
595598,1549.0,440.0,1298.0,194.0,169.0,1020.0,146.0,19.0,18.0,24,0,81.52631578947368,1.518627450980392,10.60958904109589,0.28405422853453843,0.8379599741768883,0.12524209167204647,0.1091026468689477,0.14313725490196078,0.7916666666666666,0.75,1508.0,0.973531310522918,3.0,0.001936733376371853,38.0,0.024531956100710135,0.0,0.0,0
608951,1227.0,371.0,1159.0,544.0,57.0,628.0,134.0,18.0,14.0,23,1,68.16666666666667,1.9538216560509554,9.156716417910447,0.3023634881825591,0.9445802770986145,0.44335778321108393,0.04645476772616137,0.21337579617834396,0.75,0.5833333333333334,1223.0,0.9967400162999185,1.0,0.0008149959250203749,3.0,0.0024449877750611247,0.0,0.0,0
611920,1382.0,84.0,1217.0,496.0,283.0,739.0,94.0,24.0,17.0,24,0,57.583333333333336,1.8700947225981055,14.702127659574469,0.060781476121562955,0.8806078147612156,0.3589001447178003,0.20477568740955138,0.12719891745602166,1.0,0.7083333333333334,1348.0,0.975397973950796,25.0,0.01808972503617945,3.0,0.002170767004341534,6.0,0.004341534008683068,0
632347,2085.0,206.0,1274.0,221.0,110.0,793.0,287.0,24.0,19.0,24,0,86.875,2.629255989911728,7.264808362369338,0.09880095923261391,0.6110311750599521,0.10599520383693045,0.05275779376498801,0.3619167717528373,1.0,0.7916666666666666,1926.0,0.9237410071942446,49.0,0.023501199040767386,57.0,0.027338129496402876,53.0,0.02541966426858513,0
678552,14.0,2.0,14.0,0.0,0.0,12.0,5.0,4.0,5.0,12,7,3.5,1.1666666666666667,2.8,0.14285714285714285,1.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.20833333333333334,13.0,0.9285714285714286,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,1
704891,769.0,76.0,123.0,209.0,122.0,237.0,109.0,22.0,14.0,24,0,34.95454545454545,3.2447257383966246,7.055045871559633,0.0988296488946684,0.1599479843953186,0.2717815344603381,0.15864759427828348,0.459915611814346,0.9166666666666666,0.5833333333333334,697.0,0.9063719115734721,20.0,0.02600780234070221,33.0,0.04291287386215865,19.0,0.0247074122236671,0
722361,8.0,0.0,0.0,8.0,0.0,5.0,2.0,1.0,1.0,1,3,8.0,1.6,4.0,0.0,0.0,1.0,0.0,0.4,0.041666666666666664,0.041666666666666664,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
742065,268.0,55.0,162.0,129.0,0.0,97.0,40.0,13.0,15.0,21,2,20.615384615384617,2.7628865979381443,6.7,0.20522388059701493,0.6044776119402985,0.48134328358208955,0.0,0.41237113402061853,0.5416666666666666,0.625,263.0,0.9813432835820896,0.0,0.0,2.0,0.007462686567164179,3.0,0.011194029850746268,0
754205,781.0,264.0,418.0,44.0,25.0,371.0,97.0,22.0,20.0,23,0,35.5,2.105121293800539,8.051546391752577,0.3380281690140845,0.5352112676056338,0.056338028169014086,0.03201024327784891,0.261455525606469,0.9166666666666666,0.8333333333333334,685.0,0.8770806658130602,0.0,0.0,67.0,0.08578745198463508,29.0,0.03713188220230474,0
764564,218.0,56.0,218.0,192.0,25.0,98.0,35.0,13.0,13.0,24,0,16.76923076923077,2.2244897959183674,6.228571428571429,0.25688073394495414,1.0,0.8807339449541285,0.11467889908256881,0.35714285714285715,0.5416666666666666,0.5416666666666666,213.0,0.9770642201834863,1.0,0.0045871559633027525,4.0,0.01834862385321101,0.0,0.0,0
783072,47.0,44.0,47.0,30.0,0.0,26.0,9.0,3.0,4.0,17,5,15.666666666666666,1.8076923076923077,5.222222222222222,0.9361702127659575,1.0,0.6382978723404256,0.0,0.34615384615384615,0.125,0.16666666666666666,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
790713,1196.0,246.0,903.0,237.0,26.0,398.0,82.0,22.0,19.0,24,0,54.36363636363637,3.0050251256281406,14.585365853658537,0.205685618729097,0.7550167224080268,0.19816053511705686,0.021739130434782608,0.20603015075376885,0.9166666666666666,0.7916666666666666,1127.0,0.9423076923076923,60.0,0.05016722408026756,0.0,0.0,9.0,0.007525083612040134,0
801018,785.0,174.0,661.0,262.0,149.0,280.0,86.0,21.0,22.0,24,0,37.38095238095238,2.8035714285714284,9.127906976744185,0.22165605095541402,0.8420382165605096,0.33375796178343947,0.18980891719745224,0.30714285714285716,0.875,0.9166666666666666,770.0,0.9808917197452229,1.0,0.0012738853503184713,9.0,0.011464968152866241,5.0,0.006369426751592357,0
807106,964.0,79.0,216.0,401.0,240.0,321.0,67.0,16.0,20.0,16,0,60.25,3.0031152647975077,14.388059701492537,0.08195020746887967,0.22406639004149378,0.41597510373443985,0.24896265560165975,0.2087227414330218,0.6666666666666666,0.8333333333333334,905.0,0.9387966804979253,4.0,0.004149377593360996,10.0,0.01037344398340249,45.0,0.046680497925311204,0
814199,1769.0,300.0,1702.0,352.0,129.0,707.0,122.0,23.0,18.0,24,0,76.91304347826087,2.5021216407355023,14.5,0.1695873374788016,0.9621254946297343,0.1989824759751272,0.07292255511588468,0.17256011315417255,0.9583333333333334,0.75,1715.0,0.9694742792538157,16.0,0.009044657998869417,29.0,0.01639344262295082,9.0,0.005087620124364048,0
819192,77.0,11.0,8.0,29.0,29.0,32.0,15.0,7.0,5.0,21,0,11.0,2.40625,5.133333333333334,0.14285714285714285,0.1038961038961039,0.37662337662337664,0.37662337662337664,0.46875,0.2916666666666667,0.20833333333333334,71.0,0.922077922077922,0.0,0.0,5.0,0.06493506493506493,1.0,0.012987012987012988,0
828731,1517.0,231.0,1406.0,95.0,12.0,671.0,57.0,17.0,18.0,24,0,89.23529411764706,2.2608047690014903,26.614035087719298,0.15227422544495714,0.926829268292683,0.06262359920896507,0.007910349373764008,0.08494783904619971,0.7083333333333334,0.75,1451.0,0.956493078444298,66.0,0.043506921555702044,0.0,0.0,0.0,0.0,0
867381,4497.0,1091.0,4340.0,2327.0,1040.0,1338.0,316.0,24.0,18.0,24,0,187.375,3.3609865470852016,14.231012658227849,0.24260618189904382,0.9650878363353347,0.5174560818323327,0.23126528796975762,0.23617339312406577,1.0,0.75,4099.0,0.9114965532577274,99.0,0.022014676450967312,274.0,0.060929508561263064,25.0,0.00555926173004225,0
876192,1086.0,282.0,1021.0,656.0,160.0,412.0,87.0,20.0,19.0,24,0,54.3,2.6359223300970873,12.482758620689655,0.2596685082872928,0.9401473296500921,0.6040515653775322,0.14732965009208104,0.2111650485436893,0.8333333333333334,0.7916666666666666,999.0,0.919889502762431,42.0,0.03867403314917127,25.0,0.02302025782688766,20.0,0.01841620626151013,0
914729,198.0,83.0,169.0,110.0,17.0,84.0,42.0,11.0,14.0,22,1,18.0,2.357142857142857,4.714285714285714,0.41919191919191917,0.8535353535353535,0.5555555555555556,0.08585858585858586,0.5,0.4583333333333333,0.5833333333333334,197.0,0.9949494949494949,1.0,0.005050505050505051,0.0,0.0,0.0,0.0,0
943095,163.0,37.0,40.0,42.0,15.0,65.0,31.0,12.0,13.0,21,0,13.583333333333334,2.5076923076923077,5.258064516129032,0.22699386503067484,0.24539877300613497,0.25766871165644173,0.09202453987730061,0.47692307692307695,0.5,0.5416666666666666,161.0,0.9877300613496932,0.0,0.0,1.0,0.006134969325153374,1.0,0.006134969325153374,0
985207,673.0,177.0,673.0,188.0,142.0,276.0,83.0,19.0,19.0,24,0,35.421052631578945,2.4384057971014492,8.108433734939759,0.26300148588410105,1.0,0.27934621099554235,0.21099554234769688,0.3007246376811594,0.7916666666666666,0.7916666666666666,661.0,0.9821693907875185,0.0,0.0,8.0,0.01188707280832095,4.0,0.005943536404160475,0
991563,1977.0,577.0,1444.0,837.0,425.0,824.0,126.0,24.0,19.0,24,0,82.375,2.3992718446601944,15.69047619047619,0.29185634800202326,0.7303995953464846,0.4233687405159332,0.21497218007081437,0.1529126213592233,1.0,0.7916666666666666,1830.0,0.9256449165402124,1.0,0.0005058168942842691,127.0,0.06423874557410217,19.0,0.009610520991401113,0
1019952,879.0,351.0,10.0,239.0,120.0,247.0,78.0,22.0,17.0,24,0,39.95454545454545,3.5587044534412957,11.26923076923077,0.3993174061433447,0.011376564277588168,0.27189988623435724,0.13651877133105803,0.3157894736842105,0.9166666666666666,0.7083333333333334,853.0,0.9704209328782708,2.0,0.0022753128555176336,21.0,0.023890784982935155,3.0,0.0034129692832764505,0
